system:index,pm25,pm_predicted,station,system:time_start,.geo
0_0000000000000000e0ec,40.669,41.833506333333354,Bozeman,1504807200000,"{""type"":""Point"",""coordinates"":[-111.05632700000001,45.683774]}"
0_0000000000000000e0e1,13.4295,10.869741500000007,Broadus,1504807200000,"{""type"":""Point"",""coordinates"":[-105.370283,45.44029500000001]}"
0_0000000000000000e0e8,50.642,,Butte,1504807200000,"{""type"":""Point"",""coordinates"":[-112.501247,46.00260200000001]}"
0_0000000000000000e0f2,228.953,213.15579875000006,Flathead Valley,1504807200000,"{""type"":""Point"",""coordinates"":[-114.189259,48.363709]}"
0_0000000000000000e0f4,154.4605,121.28946400000002,Frenchtown,1504807200000,"{""type"":""Point"",""coordinates"":[-114.22427300000001,47.012907]}"
0_0000000000000000e0e4,146.4475,143.59118633333324,Hamilton,1504807200000,"{""type"":""Point"",""coordinates"":[-114.158889,46.243621]}"
0_0000000000000000e0ea,49.059,47.46911591666666,Helena,1504807200000,"{""type"":""Point"",""coordinates"":[-112.013089,46.658761999999996]}"
0_0000000000000000e0f6,10.479,11.525231416666665,Lewistown,1504807200000,"{""type"":""Point"",""coordinates"":[-109.45535300000002,47.04852300000001]}"
0_0000000000000000e0e6,107.662,113.11652491666663,Libby,1504807200000,"{""type"":""Point"",""coordinates"":[-115.55228,48.39167200000001]}"
0_0000000000000000e0ee,7.8475,7.568286500000004,Malta,1504807200000,"{""type"":""Point"",""coordinates"":[-107.862232,48.317521]}"
0_0000000000000000e0df,168.679,163.44343875000013,Missoula,1504807200000,"{""type"":""Point"",""coordinates"":[-114.020582,46.842301]}"
0_0000000000000000e0fa,37.9495,37.03061616666665,NCore,1504807200000,"{""type"":""Point"",""coordinates"":[-111.987164,46.85049999999999]}"
0_0000000000000000e0f8,527.071,262.53598425000007,Seeley Lake,1504807200000,"{""type"":""Point"",""coordinates"":[-113.47616100000002,47.175632]}"
0_0000000000000000e0fc,6.354,5.596245416666669,Sidney,1504807200000,"{""type"":""Point"",""coordinates"":[-104.676998,47.867989]}"
0_0000000000000000e0f0,172.698,183.39492150000015,Thompson Falls,1504807200000,"{""type"":""Point"",""coordinates"":[-115.32371700000002,47.594403]}"
0_0000000000000000e0e3,53.036,60.47998125000001,West Yellowstone,1504807200000,"{""type"":""Point"",""coordinates"":[-111.089618,44.657014]}"
